,0
913,"[[ 0.000000e+00  0.000000e+00  3.472290e+00 ... -9.072471e-02
  -6.628598e+00  2.561569e+00]
 [ 1.000000e+00  1.000000e-02  4.746195e+00 ... -1.483110e+00
  -2.400088e+00 -7.222061e-01]
 [ 2.000000e+00  2.000000e-02  5.201029e+00 ...  4.896243e-01
   2.789362e+00 -3.605095e+00]
 ...
 [ 9.300000e+01  9.300000e-01  8.388901e-02 ... -9.630959e-01
  -3.273547e+00  1.095451e+00]
 [ 9.400000e+01  9.400000e-01  2.503443e-02 ... -2.974371e+00
  -1.658287e-01  2.087173e-01]
 [ 9.500000e+01  9.500000e-01  2.979012e-01 ... -5.463708e+00
   1.037450e+00 -1.181892e+00]]"
914,"[[ 0.000000e+00  0.000000e+00 -1.330587e+00 ...  9.362740e+00
   8.046043e+00 -2.842360e+01]
 [ 1.000000e+00  1.000000e-02 -1.183770e+00 ...  9.069947e+00
   6.119578e+00 -2.851051e+01]
 [ 2.000000e+00  2.000000e-02 -8.841419e-01 ...  3.835892e+00
   5.028351e+00 -2.473648e+01]
 ...
 [ 9.300000e+01  9.300000e-01  2.892537e+00 ...  3.930198e+00
   6.352255e+00  1.862701e+00]
 [ 9.400000e+01  9.400000e-01 -1.847954e-01 ...  2.386002e+00
   5.869060e+00  4.296188e-01]
 [ 9.500000e+01  9.500000e-01 -3.285714e+00 ...  2.277998e+00
   5.661565e+00 -7.785110e-01]]"
915,"[[ 0.000000e+00  0.000000e+00  1.075689e+01 ... -2.260120e+00
   1.265237e+00 -1.601784e+01]
 [ 1.000000e+00  1.000000e-02  1.137352e+01 ... -6.388164e+00
   2.041998e-01 -1.089110e+01]
 [ 2.000000e+00  2.000000e-02  9.792323e+00 ... -8.089259e+00
  -4.727520e+00 -7.891579e+00]
 ...
 [ 9.300000e+01  9.300000e-01 -1.740748e+01 ...  3.602514e-01
  -1.018918e+01  2.865318e+00]
 [ 9.400000e+01  9.400000e-01 -1.816220e+01 ...  2.139588e+00
  -7.888469e+00  2.119095e+00]
 [ 9.500000e+01  9.500000e-01 -1.867050e+01 ...  2.688218e+00
  -9.263712e+00  1.717636e+00]]"
916,"[[ 0.000000e+00  0.000000e+00 -3.912215e+00 ...  6.102116e+00
   1.054988e+01 -2.285672e+01]
 [ 1.000000e+00  1.000000e-02 -2.566278e+00 ...  6.441277e+00
   9.228739e+00 -2.200697e+01]
 [ 2.000000e+00  2.000000e-02  9.763603e-01 ...  2.013771e+00
   4.850405e+00 -1.985670e+01]
 ...
 [ 9.300000e+01  9.300000e-01  2.413975e+00 ... -7.866654e+00
  -4.928924e+00 -1.311073e+00]
 [ 9.400000e+01  9.400000e-01  3.450295e+00 ... -7.523345e+00
  -5.043478e+00 -6.978378e-01]
 [ 9.500000e+01  9.500000e-01  3.528851e+00 ... -9.577183e+00
  -4.654779e+00  9.546204e-01]]"
917,"[[ 0.000000e+00  0.000000e+00  4.255484e+00 ... -4.148622e+00
  -9.677217e+00 -3.018440e+00]
 [ 1.000000e+00  1.000000e-02  4.422251e+00 ... -3.232468e+00
  -6.198681e+00 -2.256744e+00]
 [ 2.000000e+00  2.000000e-02  3.830346e+00 ... -4.429278e-01
  -5.876892e+00 -4.670868e-01]
 ...
 [ 9.300000e+01  9.300000e-01 -7.399858e+00 ... -7.233362e-01
  -2.160497e+00  1.838150e-01]
 [ 9.400000e+01  9.400000e-01 -5.006457e+00 ... -3.889054e+00
  -6.217394e-01 -5.873566e-01]
 [ 9.500000e+01  9.500000e-01 -3.505494e+00 ... -5.799517e+00
   5.377688e+00 -5.489044e-01]]"
918,"[[ 0.000000e+00  0.000000e+00  6.997721e+00 ...  7.421762e+00
  -2.788895e+00 -7.651100e+00]
 [ 1.000000e+00  1.000000e-02  7.609457e+00 ...  9.007454e-04
   1.772301e-01 -2.648872e+00]
 [ 2.000000e+00  2.000000e-02  7.777164e+00 ... -2.782599e+00
   6.521442e-01 -6.594009e-01]
 ...
 [ 9.300000e+01  9.300000e-01 -9.059240e+00 ... -4.558952e+00
  -2.141615e+00 -1.998619e+00]
 [ 9.400000e+01  9.400000e-01 -9.049355e+00 ... -3.116230e+00
  -1.710833e+00 -2.050011e+00]
 [ 9.500000e+01  9.500000e-01 -8.310324e+00 ... -3.010034e+00
  -1.484227e-02 -1.891647e+00]]"
919,"[[ 0.000000e+00  0.000000e+00  9.413878e+00 ... -4.455595e+00
   6.802745e-01 -1.548743e+01]
 [ 1.000000e+00  1.000000e-02  9.028109e+00 ... -2.842222e+00
   5.168386e-01 -1.634200e+01]
 [ 2.000000e+00  2.000000e-02  8.746626e+00 ... -1.111096e+00
   2.765608e+00 -1.676134e+01]
 ...
 [ 9.300000e+01  9.300000e-01 -3.786814e+00 ... -1.136992e+00
   6.019988e-01  5.040741e-02]
 [ 9.400000e+01  9.400000e-01 -1.141687e+00 ...  7.653487e-02
   1.449574e+00 -2.985428e+00]
 [ 9.500000e+01  9.500000e-01  2.134884e+00 ...  1.192730e+00
   6.029706e+00 -3.994423e+00]]"
920,"[[ 0.000000e+00  0.000000e+00  3.047493e+00 ... -2.819089e+00
  -5.041528e-01 -4.091835e+00]
 [ 1.000000e+00  1.000000e-02  3.534192e+00 ...  1.723877e-01
   1.092361e+00 -5.578171e+00]
 [ 2.000000e+00  2.000000e-02  4.778713e+00 ... -1.763516e+00
   2.757642e+00 -6.871048e+00]
 ...
 [ 9.300000e+01  9.300000e-01  1.858328e+00 ...  8.389765e-01
  -2.350797e+00  3.587189e+00]
 [ 9.400000e+01  9.400000e-01  2.472709e+00 ...  9.433644e-01
  -2.916417e+00  4.205505e+00]
 [ 9.500000e+01  9.500000e-01  2.256605e+00 ...  7.166057e-01
  -1.666286e+00  4.360222e+00]]"
921,"[[ 0.000000e+00  0.000000e+00  1.449671e+00 ...  2.674109e+00
  -3.276195e+00 -3.626183e+00]
 [ 1.000000e+00  1.000000e-02 -3.991661e-01 ...  5.046676e+00
  -6.207254e+00 -2.899811e+00]
 [ 2.000000e+00  2.000000e-02 -2.445912e+00 ...  7.322653e+00
  -8.043180e+00 -2.862946e+00]
 ...
 [ 9.300000e+01  9.300000e-01  5.757878e+00 ...  4.710114e+00
  -1.836057e+00 -7.521286e-01]
 [ 9.400000e+01  9.400000e-01  5.071633e+00 ...  1.852004e+00
   2.163725e+00 -1.540810e+00]
 [ 9.500000e+01  9.500000e-01  3.764446e+00 ...  7.263851e-02
   5.920624e-01 -1.206406e+00]]"
922,"[[ 0.000000e+00  0.000000e+00  1.572565e+01 ... -1.587049e+01
  -2.464198e+00  3.524933e-01]
 [ 1.000000e+00  1.000000e-02  1.455237e+01 ... -1.588521e+01
  -5.609708e+00  8.024597e-01]
 [ 2.000000e+00  2.000000e-02  1.304148e+01 ... -1.071557e+01
  -6.446883e+00  2.781052e+00]
 ...
 [ 9.300000e+01  9.300000e-01  3.170170e+00 ... -4.361875e+00
   1.223865e+00  5.520317e+00]
 [ 9.400000e+01  9.400000e-01  7.025614e+00 ... -7.407502e+00
   1.895053e+00  8.543098e+00]
 [ 9.500000e+01  9.500000e-01  6.867785e+00 ... -1.060156e+01
   3.408148e+00  1.007771e+01]]"
923,"[[ 0.000000e+00  0.000000e+00  6.843917e+00 ...  3.000941e+00
  -2.499874e+00 -3.277237e+00]
 [ 1.000000e+00  1.000000e-02  6.601376e+00 ...  3.948168e+00
  -2.806272e+00 -2.579094e+00]
 [ 2.000000e+00  2.000000e-02  4.931283e+00 ...  4.670909e+00
  -4.733833e+00 -2.685982e+00]
 ...
 [ 9.300000e+01  9.300000e-01  6.056560e+00 ... -4.003433e+00
  -8.957193e+00 -1.290825e+00]
 [ 9.400000e+01  9.400000e-01  5.769623e+00 ... -3.935470e+00
  -7.868945e+00 -1.129456e+00]
 [ 9.500000e+01  9.500000e-01  5.443086e+00 ... -4.150443e+00
  -7.301339e+00 -1.301331e+00]]"
924,"[[ 0.000000e+00  0.000000e+00 -5.248261e+00 ... -9.998260e-01
  -1.103597e+01 -4.241531e+00]
 [ 1.000000e+00  1.000000e-02 -4.914671e+00 ... -4.747572e-01
  -1.223724e+01 -3.572365e+00]
 [ 2.000000e+00  2.000000e-02 -3.259283e+00 ...  3.559376e+00
  -6.008106e+00 -1.651299e+00]
 ...
 [ 9.300000e+01  9.300000e-01  1.210225e+00 ...  1.729175e+00
   1.698812e+00 -1.523170e+01]
 [ 9.400000e+01  9.400000e-01  1.159091e-01 ...  8.952003e-01
   1.969892e+00 -1.655380e+01]
 [ 9.500000e+01  9.500000e-01 -4.838929e-01 ...  6.636086e-01
   1.013498e-01 -1.713628e+01]]"
925,"[[ 0.000000e+00  0.000000e+00 -6.951237e-02 ...  7.479949e-01
  -9.648988e+00 -3.804695e+00]
 [ 1.000000e+00  1.000000e-02 -6.392193e-01 ...  6.365070e-01
  -1.090516e+01 -3.671196e+00]
 [ 2.000000e+00  2.000000e-02 -1.038786e+00 ...  3.767721e+00
  -6.764812e+00 -3.401627e+00]
 ...
 [ 9.300000e+01  9.300000e-01  1.061285e+01 ... -1.166463e+01
  -7.268731e+00  3.181007e+00]
 [ 9.400000e+01  9.400000e-01  8.104319e+00 ... -7.960722e+00
  -5.078357e+00  2.958832e+00]
 [ 9.500000e+01  9.500000e-01  5.908578e+00 ... -5.901617e+00
  -4.742912e+00  2.140488e+00]]"
926,"[[ 0.000000e+00  0.000000e+00 -1.945935e+01 ... -1.358681e+00
  -5.878138e+00 -3.114853e-01]
 [ 1.000000e+00  1.000000e-02 -1.832616e+01 ...  6.470697e+00
   4.302373e-01 -4.771881e-01]
 [ 2.000000e+00  2.000000e-02 -1.272176e+01 ...  5.632732e+00
   9.202107e-01  1.754967e+00]
 ...
 [ 9.300000e+01  9.300000e-01  2.394556e+00 ...  5.037081e+00
  -6.695689e+00  2.518280e+00]
 [ 9.400000e+01  9.400000e-01  1.530994e+00 ...  5.649322e+00
  -8.808761e+00  3.801010e+00]
 [ 9.500000e+01  9.500000e-01  5.477095e-01 ...  4.684172e+00
  -1.037458e+01  4.327103e+00]]"
927,"[[ 0.000000e+00  0.000000e+00  4.792789e+00 ... -1.647263e-01
  -1.962200e+00  6.037521e+00]
 [ 1.000000e+00  1.000000e-02  4.745248e+00 ...  1.354305e+00
  -3.068264e+00  5.679077e+00]
 [ 2.000000e+00  2.000000e-02  4.971389e+00 ...  3.253422e+00
  -3.960804e+00  5.393074e+00]
 ...
 [ 9.300000e+01  9.300000e-01 -6.168918e+00 ...  1.999865e+00
   2.326960e+00 -6.863197e+00]
 [ 9.400000e+01  9.400000e-01 -9.435040e+00 ...  3.830779e+00
   7.893996e+00  1.549530e-01]
 [ 9.500000e+01  9.500000e-01 -1.011691e+01 ...  3.351647e+00
   9.036139e+00  6.299362e+00]]"
928,"[[ 0.000000e+00  0.000000e+00  7.152171e-01 ...  4.707563e+00
   3.014271e+00 -3.226944e+00]
 [ 1.000000e+00  1.000000e-02  2.863860e-01 ...  2.425813e+00
   2.548772e+00  9.660339e-02]
 [ 2.000000e+00  2.000000e-02  2.511787e-02 ...  2.271912e-01
   1.977906e-01  7.690201e-01]
 ...
 [ 9.300000e+01  9.300000e-01  4.925269e+00 ... -5.015615e+00
   4.790664e+00 -1.598709e+00]
 [ 9.400000e+01  9.400000e-01  3.742468e+00 ... -4.041678e+00
   5.719053e+00 -3.550919e+00]
 [ 9.500000e+01  9.500000e-01  5.886271e+00 ... -1.809009e+00
   3.542386e+00 -5.805405e+00]]"
929,"[[ 0.000000e+00  0.000000e+00  4.696344e+00 ... -5.098021e+00
  -8.584450e+00 -4.738808e+00]
 [ 1.000000e+00  1.000000e-02  4.008154e+00 ... -8.370718e+00
  -6.846152e+00 -3.692986e+00]
 [ 2.000000e+00  2.000000e-02  3.303782e+00 ... -1.056083e+01
  -8.546758e+00 -4.151756e+00]
 ...
 [ 9.300000e+01  9.300000e-01  6.262249e+00 ... -5.333637e+00
   3.290431e+00 -6.197540e+00]
 [ 9.400000e+01  9.400000e-01  5.898206e+00 ... -5.417622e+00
  -1.506493e+00 -5.453964e+00]
 [ 9.500000e+01  9.500000e-01  5.124696e+00 ... -6.333489e+00
  -6.020808e+00 -3.353638e+00]]"
930,"[[ 0.000000e+00  0.000000e+00 -1.531378e+01 ... -5.737693e+00
  -2.105314e+00  5.371811e+00]
 [ 1.000000e+00  1.000000e-02 -1.223362e+01 ... -6.544796e+00
  -1.226936e+00  3.203056e+00]
 [ 2.000000e+00  2.000000e-02 -3.782843e+00 ... -5.879003e+00
   1.338845e+00  3.384277e+00]
 ...
 [ 9.300000e+01  9.300000e-01  2.244138e+00 ...  1.422452e+00
  -2.709440e+00 -4.465530e+00]
 [ 9.400000e+01  9.400000e-01  3.252800e+00 ...  1.191721e+00
  -1.915994e+00 -5.317093e+00]
 [ 9.500000e+01  9.500000e-01  3.015481e+00 ... -3.200164e+00
  -4.112885e-01 -5.923302e+00]]"
931,"[[ 0.000000e+00  0.000000e+00 -1.913372e+00 ...  9.282715e+00
   3.680864e+00 -1.957880e+01]
 [ 1.000000e+00  1.000000e-02  3.411796e+00 ...  4.015629e+00
   4.735186e+00 -1.714321e+01]
 [ 2.000000e+00  2.000000e-02  7.226027e+00 ... -5.068607e-01
   9.217992e-01 -1.188855e+01]
 ...
 [ 9.300000e+01  9.300000e-01  3.794487e+00 ... -3.356646e+00
  -2.322794e+00  5.324913e+00]
 [ 9.400000e+01  9.400000e-01  2.952059e+00 ... -6.725679e+00
  -3.123295e+00  5.437355e+00]
 [ 9.500000e+01  9.500000e-01  4.333538e+00 ... -4.633625e+00
   9.969301e-01  5.065804e+00]]"
932,"[[ 0.000000e+00  0.000000e+00 -5.088820e+00 ... -2.472219e+01
   1.420217e+00  9.806694e+00]
 [ 1.000000e+00  1.000000e-02 -4.938138e+00 ... -2.433608e+01
   1.155709e+00  9.846306e+00]
 [ 2.000000e+00  2.000000e-02 -4.302194e+00 ... -2.358175e+01
   2.479340e+00  1.006228e+01]
 ...
 [ 9.300000e+01  9.300000e-01  4.698206e+00 ... -7.318796e+00
  -1.371002e+00  1.154089e+01]
 [ 9.400000e+01  9.400000e-01  4.865123e+00 ... -6.790266e+00
   2.502279e+00  1.271725e+01]
 [ 9.500000e+01  9.500000e-01  5.688098e+00 ... -6.837470e+00
   5.213231e+00  1.220898e+01]]"
933,"[[ 0.000000e+00  0.000000e+00  8.470996e+00 ... -1.577058e+00
  -2.538120e+00 -3.110046e-01]
 [ 1.000000e+00  1.000000e-02  6.746129e+00 ...  2.772684e-01
  -1.494980e-02 -5.232872e+00]
 [ 2.000000e+00  2.000000e-02  5.053014e+00 ... -3.104132e+00
   1.578343e+00 -8.073036e+00]
 ...
 [ 9.300000e+01  9.300000e-01  3.658181e+00 ... -1.063659e+00
   8.255885e-01 -9.100357e+00]
 [ 9.400000e+01  9.400000e-01  3.399421e+00 ... -3.565621e+00
   7.784488e-01 -9.647034e+00]
 [ 9.500000e+01  9.500000e-01  3.437266e+00 ... -9.544392e-01
   1.287347e+00 -9.455940e+00]]"
934,"[[ 0.000000e+00  0.000000e+00  1.445259e+00 ... -2.980050e-01
  -1.133597e+00 -4.412415e+00]
 [ 1.000000e+00  1.000000e-02  9.506164e-01 ...  1.152710e+00
   6.153400e-01 -2.792465e+00]
 [ 2.000000e+00  2.000000e-02  2.095149e+00 ... -1.097152e+00
   1.275702e-01  1.081772e-01]
 ...
 [ 9.300000e+01  9.300000e-01 -5.958951e+00 ...  4.010183e-01
  -8.343588e+00  4.564827e+00]
 [ 9.400000e+01  9.400000e-01 -6.104352e+00 ...  3.896641e+00
  -4.364813e+00  3.789490e+00]
 [ 9.500000e+01  9.500000e-01 -6.386388e+00 ...  2.968004e+00
  -3.196445e-01  2.788719e+00]]"
935,"[[ 0.000000e+00  0.000000e+00  2.004289e+00 ... -1.897120e+01
  -6.110499e+00 -3.028851e+01]
 [ 1.000000e+00  1.000000e-02  1.763235e+00 ... -1.872215e+01
  -6.178399e+00 -3.080513e+01]
 [ 2.000000e+00  2.000000e-02  3.784296e+00 ... -2.058967e+01
  -4.694195e+00 -2.887827e+01]
 ...
 [ 9.300000e+01  9.300000e-01 -7.227039e-02 ...  1.340746e+00
  -3.899690e+00  4.298935e+00]
 [ 9.400000e+01  9.400000e-01 -1.986648e+00 ...  2.734955e+00
  -4.886849e+00  3.733780e+00]
 [ 9.500000e+01  9.500000e-01 -1.434987e+00 ...  2.432814e+00
  -5.901306e+00  3.014336e+00]]"
936,"[[ 0.000000e+00  0.000000e+00 -2.618179e+00 ...  7.636676e+00
   4.360956e+00 -1.058834e+01]
 [ 1.000000e+00  1.000000e-02 -3.965434e+00 ...  7.442423e+00
   6.669407e-01 -7.390755e+00]
 [ 2.000000e+00  2.000000e-02 -3.811333e+00 ...  7.084972e+00
  -2.161703e+00 -6.292686e+00]
 ...
 [ 9.300000e+01  9.300000e-01  5.761768e+00 ... -5.253139e+00
  -1.879773e+00  1.304855e+00]
 [ 9.400000e+01  9.400000e-01  6.998725e+00 ... -7.107672e+00
  -3.572148e+00 -2.885590e-01]
 [ 9.500000e+01  9.500000e-01  7.565342e+00 ... -8.623715e+00
  -1.300175e+00 -2.521172e+00]]"
937,"[[ 0.000000e+00  0.000000e+00  6.876660e+00 ... -1.109151e+01
  -4.364669e+00  2.761467e+00]
 [ 1.000000e+00  1.000000e-02  6.999517e+00 ... -7.256801e+00
  -6.526508e+00  1.170364e+00]
 [ 2.000000e+00  2.000000e-02  6.282424e+00 ... -3.817070e+00
  -5.382137e+00  1.347351e-01]
 ...
 [ 9.300000e+01  9.300000e-01  2.312953e+00 ... -6.989137e+00
   3.934277e+00 -2.324142e+00]
 [ 9.400000e+01  9.400000e-01  2.612510e+00 ... -9.686505e+00
   8.209698e-01 -4.538910e+00]
 [ 9.500000e+01  9.500000e-01  3.006492e+00 ... -9.642238e+00
  -3.952021e+00 -8.845367e+00]]"
938,"[[ 0.000000e+00  0.000000e+00 -2.770831e+00 ...  1.156607e+01
  -3.457131e+00 -1.576054e+01]
 [ 1.000000e+00  1.000000e-02 -1.529503e+00 ... -1.709724e+00
   1.888549e+00 -6.187119e+00]
 [ 2.000000e+00  2.000000e-02 -5.621581e-01 ... -5.551017e+00
   4.713980e+00  1.881714e+00]
 ...
 [ 9.300000e+01  9.300000e-01  1.618169e+00 ...  5.504228e+00
   7.243660e-01  5.328392e+00]
 [ 9.400000e+01  9.400000e-01  2.874336e+00 ...  1.228569e+00
   8.377497e-01  5.211098e+00]
 [ 9.500000e+01  9.500000e-01  3.558707e+00 ... -4.997692e-01
   1.023772e+00  4.703773e+00]]"
939,"[[ 0.000000e+00  0.000000e+00 -7.123861e+00 ...  8.451526e+00
   4.339137e+00 -9.480972e-01]
 [ 1.000000e+00  1.000000e-02 -2.475923e+00 ...  7.441772e+00
   1.293330e+00 -1.445503e+00]
 [ 2.000000e+00  2.000000e-02  5.310526e-01 ...  4.498725e+00
   6.070502e-01 -1.426567e+00]
 ...
 [ 9.300000e+01  9.300000e-01  1.012465e+01 ... -9.249263e+00
   3.180595e+00  1.606117e+00]
 [ 9.400000e+01  9.400000e-01  9.810261e+00 ... -5.699264e+00
  -5.804973e-01  2.211655e+00]
 [ 9.500000e+01  9.500000e-01  9.533562e+00 ... -6.273923e+00
  -5.203818e+00  2.178947e+00]]"
940,"[[ 0.000000e+00  0.000000e+00 -1.564238e+01 ...  3.240414e+00
   3.045776e+00 -1.047240e+01]
 [ 1.000000e+00  1.000000e-02 -1.696983e+01 ...  3.322744e-02
   1.107422e+00 -8.328659e+00]
 [ 2.000000e+00  2.000000e-02 -1.929892e+01 ...  2.083111e-01
  -1.094183e+00 -7.757996e+00]
 ...
 [ 9.300000e+01  9.300000e-01  9.085155e+00 ... -2.647774e+00
  -3.473217e+00 -3.808212e-01]
 [ 9.400000e+01  9.400000e-01  1.192822e+01 ... -2.169551e+00
  -8.013418e-01 -3.625999e+00]
 [ 9.500000e+01  9.500000e-01  1.121187e+01 ... -3.737650e+00
   3.782091e-01 -9.533089e+00]]"
941,"[[ 0.000000e+00  0.000000e+00  1.491306e+01 ... -5.621643e+00
  -4.828413e+00 -1.674990e+01]
 [ 1.000000e+00  1.000000e-02  1.588192e+01 ... -6.880107e+00
  -4.963278e+00 -1.751077e+01]
 [ 2.000000e+00  2.000000e-02  1.614309e+01 ... -6.015425e+00
  -6.440259e+00 -1.752286e+01]
 ...
 [ 9.300000e+01  9.300000e-01  8.794578e+00 ... -5.484477e+00
  -1.047769e+01  6.341812e+00]
 [ 9.400000e+01  9.400000e-01  1.047223e+01 ... -5.270632e+00
  -1.043339e+01  5.445366e+00]
 [ 9.500000e+01  9.500000e-01  1.199527e+01 ... -4.956814e+00
  -9.031028e+00  4.159088e+00]]"
942,"[[ 0.000000e+00  0.000000e+00  4.810061e+00 ... -4.312147e+00
  -5.325800e+00 -5.973038e+00]
 [ 1.000000e+00  1.000000e-02  6.186505e+00 ... -6.847148e+00
  -6.715418e+00 -4.466934e+00]
 [ 2.000000e+00  2.000000e-02  6.551318e+00 ... -9.920075e+00
  -7.760290e+00 -3.452545e+00]
 ...
 [ 9.300000e+01  9.300000e-01 -2.862325e+01 ...  4.911548e+00
  -1.229095e+00 -5.641731e+00]
 [ 9.400000e+01  9.400000e-01 -2.942052e+01 ...  7.500616e+00
   2.081974e+00 -3.322174e+00]
 [ 9.500000e+01  9.500000e-01 -2.384320e+01 ...  9.024018e+00
   4.723551e+00  1.460228e+00]]"
943,"[[ 0.000000e+00  0.000000e+00  5.526429e+00 ... -3.399770e+00
   1.005334e+00 -1.802262e+01]
 [ 1.000000e+00  1.000000e-02 -1.503721e+00 ... -2.432318e+00
   8.107376e-01 -1.261936e+01]
 [ 2.000000e+00  2.000000e-02 -5.155320e+00 ... -1.817150e+00
   3.210698e-01 -9.124832e+00]
 ...
 [ 9.300000e+01  9.300000e-01  3.045925e+00 ...  3.255251e+00
   6.459103e+00 -3.272545e+00]
 [ 9.400000e+01  9.400000e-01  4.480794e+00 ...  4.993211e+00
   1.379658e+01 -2.545013e-01]
 [ 9.500000e+01  9.500000e-01  4.047564e+00 ...  9.977860e+00
   1.404256e+01  3.449326e+00]]"
944,"[[ 0.000000e+00  0.000000e+00  5.612748e+00 ...  3.353456e+00
   4.134143e+00 -1.668781e+01]
 [ 1.000000e+00  1.000000e-02  6.108879e+00 ...  5.001169e+00
   8.318914e+00 -1.989523e+01]
 [ 2.000000e+00  2.000000e-02  4.371653e+00 ...  6.354634e+00
   1.067085e+01 -1.733489e+01]
 ...
 [ 9.300000e+01  9.300000e-01  7.865039e+00 ... -5.163684e+00
   2.533123e+00  5.045807e+00]
 [ 9.400000e+01  9.400000e-01  6.878510e+00 ... -1.605447e+00
   1.093392e+00  2.792534e+00]
 [ 9.500000e+01  9.500000e-01  8.441210e+00 ...  4.711515e+00
  -4.583755e-01  1.488495e-02]]"
945,"[[ 0.000000e+00  0.000000e+00 -4.638676e+00 ...  8.541354e+00
   9.287196e+00 -2.634512e+01]
 [ 1.000000e+00  1.000000e-02 -5.018265e+00 ...  5.852288e+00
   6.929015e+00 -2.667205e+01]
 [ 2.000000e+00  2.000000e-02 -5.504593e+00 ...  4.190693e+00
   4.400718e+00 -2.652769e+01]
 ...
 [ 9.300000e+01  9.300000e-01 -2.436442e+00 ...  6.685492e+00
  -7.445162e+00  6.865608e+00]
 [ 9.400000e+01  9.400000e-01 -2.617633e+00 ...  9.072165e+00
  -5.577287e+00  6.623634e+00]
 [ 9.500000e+01  9.500000e-01 -2.533573e+00 ...  9.678409e+00
  -3.915474e+00  6.395905e+00]]"
946,"[[ 0.000000e+00  0.000000e+00  1.394715e+01 ...  1.559828e+01
   6.987507e+00 -1.099136e+01]
 [ 1.000000e+00  1.000000e-02  1.304108e+01 ...  1.515076e+01
   7.754270e+00 -1.204015e+01]
 [ 2.000000e+00  2.000000e-02  1.273695e+01 ...  9.558231e+00
   3.717868e+00 -1.137897e+01]
 ...
 [ 9.300000e+01  9.300000e-01 -1.795475e+01 ...  2.314494e+00
   5.994959e+00  1.907104e+00]
 [ 9.400000e+01  9.400000e-01 -1.970004e+01 ...  8.454752e-01
   5.002006e+00  1.255913e+00]
 [ 9.500000e+01  9.500000e-01 -2.117340e+01 ... -2.832721e+00
   1.194429e-02  1.132172e+00]]"
947,"[[ 0.000000e+00  0.000000e+00 -5.883624e+00 ... -3.679641e+00
  -3.431209e+00  1.178673e+00]
 [ 1.000000e+00  1.000000e-02 -9.229949e+00 ... -3.765003e+00
  -3.017949e+00  2.133026e+00]
 [ 2.000000e+00  2.000000e-02 -1.252984e+01 ... -5.755698e+00
  -3.712247e+00  2.567207e+00]
 ...
 [ 9.300000e+01  9.300000e-01  9.662420e+00 ... -3.315887e+00
   2.453438e+00 -4.426163e+00]
 [ 9.400000e+01  9.400000e-01  9.519166e+00 ... -1.016390e+00
   2.431594e+00 -6.223106e+00]
 [ 9.500000e+01  9.500000e-01  8.419937e+00 ...  9.981108e-02
   3.211473e+00 -9.151093e+00]]"
948,"[[ 0.000000e+00  0.000000e+00  1.011557e+01 ...  2.408807e+00
   6.289037e+00 -7.589935e+00]
 [ 1.000000e+00  1.000000e-02  5.151499e+00 ...  1.139640e+00
   1.269527e+01 -1.431549e+00]
 [ 2.000000e+00  2.000000e-02  2.915413e+00 ...  5.873470e+00
   1.376850e+01  2.293655e+00]
 ...
 [ 9.300000e+01  9.300000e-01 -1.001850e+01 ...  5.801753e+00
  -2.825476e+00  2.388535e+00]
 [ 9.400000e+01  9.400000e-01 -7.418871e+00 ...  3.181363e+00
  -2.673823e+00  2.090057e+00]
 [ 9.500000e+01  9.500000e-01 -3.207047e+00 ...  2.991236e+00
  -3.999758e+00  3.256660e+00]]"
949,"[[ 0.000000e+00  0.000000e+00  5.005003e+00 ... -4.014596e+00
  -2.661848e-02 -1.281728e+01]
 [ 1.000000e+00  1.000000e-02  5.431916e+00 ... -3.090986e+00
   2.304199e+00 -1.443313e+01]
 [ 2.000000e+00  2.000000e-02  5.421202e+00 ... -3.821554e+00
   4.214926e+00 -1.552276e+01]
 ...
 [ 9.300000e+01  9.300000e-01 -9.798279e-01 ...  1.519329e+00
  -9.609137e+00  4.449547e+00]
 [ 9.400000e+01  9.400000e-01 -4.519968e-01 ...  5.105959e+00
  -9.189816e+00  5.370926e+00]
 [ 9.500000e+01  9.500000e-01 -6.129122e-01 ...  5.591463e+00
  -8.329523e+00  4.984711e+00]]"
950,"[[ 0.000000e+00  0.000000e+00 -1.508703e+01 ...  8.532469e+00
  -1.200233e+00 -1.506997e+01]
 [ 1.000000e+00  1.000000e-02 -1.387284e+01 ...  7.268867e+00
  -1.774938e+00 -1.168563e+01]
 [ 2.000000e+00  2.000000e-02 -7.174109e+00 ...  7.006618e+00
   5.488839e+00 -5.260139e+00]
 ...
 [ 9.300000e+01  9.300000e-01  7.715989e+00 ...  1.609987e+01
   1.169477e+01 -5.516640e+00]
 [ 9.400000e+01  9.400000e-01  9.877632e+00 ...  1.176182e+01
   3.780447e+00 -8.893242e+00]
 [ 9.500000e+01  9.500000e-01  9.137592e+00 ...  1.649995e+01
   4.457940e+00 -1.187534e+01]]"
